,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,a_mv_ex_ltd,tot_mv,pe_ttm,pb_mrq
0,SHSE.600000,浦发银行,8.03,8.04,8.14,8.03,8.14,1.37,1.37,24564490,198485790.32,2022-04-19,0.08,238926678948.54,238926678948.54,4.51,0.42
1,SHSE.600004,白云机场,13.32,13.26,13.38,13.07,13.24,-0.60,2.33,11086672,146172168.89,2022-04-19,0.54,27397803605.36,31335350066.92,-77.21,1.72
2,SHSE.600006,东风汽车,5.19,5.21,5.29,5.16,5.20,0.19,2.50,9992901,52109197.19,2022-04-19,0.50,10400000000.00,10400000000.00,27.98,1.28
3,SHSE.600007,中国国贸,14.79,14.57,14.91,14.47,14.76,-0.20,2.97,7452785,109523196.99,2022-04-19,0.74,14867490201.84,14867490201.84,14.52,1.67
4,SHSE.600008,首创环保,3.11,3.10,3.13,3.08,3.09,-0.64,1.61,79113748,245343819.24,2022-04-19,1.08,22682425191.93,22682425191.93,9.92,1.32
5,SHSE.600009,上海机场,51.81,51.61,52.00,49.58,50.15,-3.20,4.67,16589594,834868910.81,2022-04-19,1.52,54837841309.55,96636966167.20,-56.48,3.58
6,SHSE.600010,包钢股份,2.19,2.19,2.22,2.18,2.21,0.91,1.83,325281312,715744328.74,2022-04-19,1.03,70006637607.27,100742922152.08,35.15,1.81
7,SHSE.600011,华能国际,6.73,6.65,6.77,6.57,6.68,-0.74,2.97,103152114,687816678.96,2022-04-19,0.94,73464702258.92,104863263638.12,-10.22,1.87
8,SHSE.600012,皖通高速,7.72,7.69,7.77,7.62,7.75,0.39,1.94,4519783,34811754.93,2022-04-19,0.39,9033400000.00,12854227500.00,8.49,1.09
9,SHSE.600015,华夏银行,5.56,5.55,5.61,5.54,5.61,0.90,1.26,17593384,98235975.52,2022-04-19,0.14,71935272123.33,86322326544.63,3.67,0.36
10,SHSE.600016,民生银行,3.77,3.78,3.78,3.75,3.78,0.27,0.80,48081039,181100174.75,2022-04-19,0.14,134046825745.14,165497541937.56,4.81,0.33
11,SHSE.600017,日照港,2.98,2.99,3.02,2.95,3.01,1.01,2.35,23688501,70522117.00,2022-04-19,0.77,9257718202.88,9257718202.88,12.56,0.69
12,SHSE.600018,上港集团,6.22,6.19,6.33,6.17,6.24,0.32,2.57,47249802,295023669.68,2022-04-19,0.20,144603729816.00,145258961640.00,9.89,1.38
13,SHSE.600019,宝钢股份,7.13,7.12,7.30,7.09,7.24,1.54,2.95,79036620,568368833.65,2022-04-19,0.36,160817438883.88,161223299622.00,6.11,0.83
14,SHSE.600020,中原高速,3.30,3.29,3.34,3.28,3.33,0.91,1.82,8307520,27490532.20,2022-04-19,0.37,7483748200.56,7483748200.56,10.07,0.70
15,SHSE.600021,上海电力,9.17,9.22,9.22,8.93,8.99,-1.96,3.16,54188436,489554145.69,2022-04-19,2.07,23528306131.03,23528306131.03,337.60,1.62
16,SHSE.600022,山东钢铁,1.72,1.72,1.76,1.71,1.75,1.74,2.91,137398257,238498090.24,2022-04-19,1.26,19156461828.00,19156461828.00,15.60,0.85
17,SHSE.600023,浙能电力,3.42,3.42,3.47,3.41,3.46,1.17,1.75,16219100,55900907.80,2022-04-19,0.12,47058387358.48,47058387358.48,14.99,0.73
18,SHSE.600025,华能水电,6.22,6.22,6.35,6.21,6.34,1.93,2.25,33000725,207788091.03,2022-04-19,0.18,114120000000.00,114120000000.00,19.55,2.19
19,SHSE.600026,中远海能,7.21,7.20,7.62,7.15,7.61,5.55,6.52,50962158,379147273.64,2022-04-19,1.78,21802442155.68,36244085244.85,-7.28,1.27
20,SHSE.600027,华电国际,3.54,3.52,3.56,3.47,3.49,-1.41,2.54,56397936,198056167.34,2022-04-19,0.69,28428643254.97,34445805170.35,-6.94,0.87
21,SHSE.600028,中国石化,4.29,4.31,4.38,4.30,4.36,1.63,1.86,144330453,626757117.04,2022-04-19,0.15,416631881760.56,527870474056.56,7.41,0.66
22,SHSE.600029,南方航空,6.93,6.93,6.98,6.83,6.90,-0.43,2.16,16327472,112605032.82,2022-04-19,0.16,70517089248.30,116944286459.70,-9.66,1.85
