,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,10.68,10.67,10.85,10.56,10.69,0.09,2.72,105092241,1123961356.48,2021-02-10,0.36,313774386146.17,313774386146.17,0.60,5.38
1,SHSE.600004,白云机场,12.23,12.23,12.30,12.13,12.25,0.16,1.39,16243677,198448357.80,2021-02-10,0.79,28992298966.75,25349176296.50,1.51,532.30
2,SHSE.600006,东风汽车,6.50,6.53,6.69,6.39,6.42,-1.23,4.62,59646684,388582440.23,2021-02-10,2.98,12840000000.00,12840000000.00,1.64,21.38
3,SHSE.600007,中国国贸,11.44,11.44,11.55,11.41,11.48,0.35,1.22,915611,10522940.78,2021-02-10,0.09,11563603490.32,11563603490.32,1.44,13.67
4,SHSE.600008,首创环保,2.75,2.75,2.75,2.73,2.74,-0.36,0.73,19450912,53307066.68,2021-02-10,0.27,20113218454.98,20113218454.98,1.26,15.23
5,SHSE.600009,上海机场,58.48,58.36,59.84,57.03,58.18,-0.51,4.81,46333004,2701866821.46,2021-02-10,4.24,112110442504.64,63618456777.46,3.84,375.88
6,SHSE.600010,包钢股份,1.14,1.13,1.17,1.13,1.15,0.88,3.51,447320224,514214794.34,2021-02-10,1.41,52422787545.20,36428793325.05,0.99,-148.19
7,SHSE.600011,华能国际,3.82,3.81,3.85,3.78,3.84,0.52,1.83,24256095,92713022.82,2021-02-10,0.22,60280678498.56,42231206088.96,0.82,11.11
8,SHSE.600012,皖通高速,5.80,5.80,5.85,5.78,5.83,0.52,1.21,2518719,14637140.44,2021-02-10,0.22,9669696300.00,6795448000.00,0.86,13.18
9,SHSE.600015,华夏银行,6.40,6.38,6.45,6.29,6.32,-1.25,2.50,59950123,381090580.66,2021-02-10,0.47,97247255572.56,81039379646.96,0.44,4.68
10,SHSE.600016,民生银行,5.14,5.13,5.20,5.13,5.16,0.39,1.36,97211793,502022013.55,2021-02-10,0.27,225917279470.32,182984555779.08,0.49,4.95
11,SHSE.600017,日照港,2.64,2.64,2.67,2.63,2.66,0.76,1.52,6947677,18391978.27,2021-02-10,0.23,8181239342.08,8181239342.08,0.66,11.78
12,SHSE.600018,上港集团,4.40,4.40,4.42,4.37,4.41,0.23,1.14,21587634,94965055.26,2021-02-10,0.09,102195905206.50,102195905206.50,1.17,12.30
13,SHSE.600019,宝钢股份,6.93,6.91,6.92,6.72,6.81,-1.73,2.89,164014430,1115368422.38,2021-02-10,0.74,151654938496.50,151266126905.97,0.82,13.46
14,SHSE.600020,中原高速,3.09,3.10,3.12,3.08,3.11,0.65,1.29,3255752,10096149.35,2021-02-10,0.14,6989326397.52,6989326397.52,0.69,26.87
15,SHSE.600021,上海电力,6.63,6.62,6.69,6.59,6.68,0.75,1.51,3553538,23639738.01,2021-02-10,0.15,17482656835.96,15679605317.40,1.07,13.90
16,SHSE.600022,山东钢铁,1.31,1.31,1.32,1.30,1.31,0.00,1.53,51323354,67164399.54,2021-02-10,0.47,14339979996.96,14339979996.96,0.68,21.17
17,SHSE.600023,浙能电力,3.44,3.45,3.47,3.44,3.47,0.87,0.87,10443741,36102312.44,2021-02-10,0.08,47194394258.36,47194394258.36,0.70,8.03
18,SHSE.600025,华能水电,4.40,4.43,4.60,4.41,4.59,4.32,4.32,44741081,203160878.98,2021-02-10,0.25,82620000000.00,82620000000.00,1.70,16.44
19,SHSE.600026,中远海能,6.23,6.24,6.24,6.10,6.17,-0.96,2.25,15588633,95919291.82,2021-02-10,0.57,29385808930.45,16881322752.37,0.85,9.26
20,SHSE.600027,华电国际,3.06,3.06,3.08,3.04,3.08,0.65,1.31,14873211,45638007.51,2021-02-10,0.18,30377968091.24,25088888603.24,0.64,6.71
21,SHSE.600028,中国石化,4.11,4.10,4.22,4.10,4.17,1.46,2.92,259329795,1083697994.08,2021-02-10,0.27,504866944223.82,398475905261.82,0.68,13.35
22,SHSE.600029,南方航空,6.20,6.18,6.20,6.10,6.16,-0.65,1.61,35436376,218374283.60,2021-02-10,0.44,94428502753.20,49966965854.96,1.36,-10.62
23,SHSE.600030,中信证券,27.99,27.91,28.09,27.55,27.87,-0.43,1.93,115793272,3223799525.98,2021-02-10,1.18,360269247928.23,273534621579.00,1.98,24.18
24,SHSE.600031,三一重工,46.84,47.08,48.80,45.81,47.93,2.33,6.38,119667822,5676476415.73,2021-02-10,1.41,406640917961.68,406640917961.68,7.19,28.21
25,SHSE.600033,福建高速,2.55,2.56,2.57,2.54,2.57,0.78,1.18,3049147,7792489.68,2021-02-10,0.11,7053108000.00,7053108000.00,0.71,17.13
26,SHSE.600035,楚天高速,2.62,2.62,2.63,2.60,2.61,-0.38,1.15,3338684,8741904.37,2021-02-10,0.21,4202402501.61,4187479482.09,0.66,10.86
27,SHSE.600036,招商银行,55.26,56.30,56.40,53.95,54.55,-1.28,4.43,75350767,4135201064.23,2021-02-10,0.37,1375742577534.55,1125308918601.95,2.15,14.13
28,SHSE.600037,歌华有线,8.13,8.12,8.22,8.09,8.19,0.74,1.60,6871976,56148217.82,2021-02-10,0.49,11398660869.96,11398660869.96,0.90,43.74
29,SHSE.600038,中直股份,56.00,55.81,55.88,54.67,55.47,-0.95,2.16,4081998,225313607.43,2021-02-10,0.69,32698273436.52,32698273436.52,3.69,48.51
30,SHSE.600039,四川路桥,4.94,4.93,4.97,4.85,4.92,-0.40,2.43,27535166,135361076.33,2021-02-10,0.76,23505645821.88,17763785509.20,1.04,9.11
31,SHSE.600048,保利发展,13.88,13.87,14.01,13.77,13.83,-0.36,1.73,54345683,752943916.69,2021-02-10,0.45,165538092173.04,165538092173.04,1.03,5.72
32,SHSE.600050,中国联通,4.09,4.07,4.10,4.06,4.09,0.00,0.98,76595400,312930586.73,2021-02-10,0.25,126838479943.83,124897414205.83,0.86,23.27
33,SHSE.600051,宁波联合,7.59,7.65,7.69,7.60,7.62,0.40,1.19,1650500,12613562.00,2021-02-10,0.53,2368905600.00,2368905600.00,0.80,3.89
34,SHSE.600052,东望时代,2.47,2.47,2.51,2.45,2.47,0.00,2.43,3383500,8388147.00,2021-02-10,0.40,2085161010.27,2085161010.27,0.62,61.51
35,SHSE.600053,九鼎投资,16.16,16.16,16.58,16.00,16.10,-0.37,3.59,2067235,33550004.95,2021-02-10,0.48,6980006880.00,6980006880.00,2.60,10.02
36,SHSE.600054,黄山旅游,9.46,9.40,9.65,9.38,9.50,0.42,2.85,5875405,56112581.81,2021-02-10,1.14,6929104680.00,4876350000.00,1.63,-158.39
37,SHSE.600055,万东医疗,15.31,15.31,15.50,13.92,14.06,-8.16,10.32,70048807,1025872807.89,2021-02-10,12.95,7603875757.94,7603875757.94,3.33,33.67
38,SHSE.600056,中国医药,13.33,13.34,13.46,13.22,13.39,0.45,1.80,7971370,106169053.60,2021-02-10,0.75,14307021300.26,14301968771.22,1.43,11.44
39,SHSE.600057,厦门象屿,5.54,5.58,5.69,5.49,5.60,1.08,3.61,15884513,88662858.28,2021-02-10,0.74,12081742876.00,11969812775.20,1.10,9.97
40,SHSE.600058,五矿发展,6.78,6.78,6.85,6.71,6.78,0.00,2.06,5378381,36453300.46,2021-02-10,0.50,7267554620.58,7267554620.58,1.71,25.90
41,SHSE.600059,古越龙山,11.39,11.44,12.00,11.44,11.58,1.67,4.92,29492019,343770003.64,2021-02-10,3.65,9362709830.70,9362709830.70,2.20,53.37
42,SHSE.600060,海信视像,12.49,12.44,12.54,12.00,12.30,-1.52,4.32,27962401,342472752.04,2021-02-10,2.14,16094319030.60,16094319030.60,1.03,18.57
43,SHSE.600061,国投资本,12.38,12.37,12.45,12.31,12.38,0.00,1.13,11801685,146065961.33,2021-02-10,0.28,52331866020.26,52331866020.26,1.23,12.88
44,SHSE.600062,华润双鹤,11.19,11.18,11.35,11.13,11.33,1.25,1.97,3627636,40805420.29,2021-02-10,0.35,11819883254.30,11819883254.30,1.27,11.70
45,SHSE.600063,皖维高新,4.18,4.22,4.33,4.17,4.22,0.96,3.83,120065021,509124905.02,2021-02-10,6.23,8127275600.24,8127275600.24,1.43,18.16
46,SHSE.600064,南京高科,9.62,9.59,9.68,9.56,9.61,-0.10,1.25,4238320,40701660.08,2021-02-10,0.34,11877545693.68,11877545693.68,0.90,5.42
47,SHSE.600066,宇通客车,12.95,13.70,14.25,13.70,14.25,10.04,4.25,44089706,627513767.59,2021-02-10,1.99,31548633927.75,31548633927.75,2.06,40.99
48,SHSE.600067,冠城大通,3.32,3.32,3.37,3.30,3.32,0.00,2.11,3541626,11771380.78,2021-02-10,0.24,4953807607.00,4953807607.00,0.62,8.88
49,SHSE.600068,葛洲坝,6.61,6.61,6.63,6.58,6.59,-0.30,0.76,16000730,105558613.56,2021-02-10,0.35,30345483145.08,30345483145.08,0.90,6.38
50,SHSE.600070,ST富润,6.25,6.30,6.34,6.11,6.21,-0.64,3.68,7174762,44534176.05,2021-02-10,1.37,3241285392.78,3241285392.78,1.35,6.83
51,SHSE.600071,凤凰光学,14.22,14.85,14.85,14.04,14.59,2.60,5.70,3903200,56593654.00,2021-02-10,1.64,4108163040.51,3464723133.04,8.05,541.11
52,SHSE.600072,中船科技,11.12,11.07,11.11,10.93,11.09,-0.27,1.62,6201697,68382926.98,2021-02-10,0.84,8165011202.47,8165011202.47,2.08,89.24
53,SHSE.600073,上海梅林,8.48,8.45,8.54,8.43,8.48,0.00,1.30,6879389,58353400.44,2021-02-10,0.73,7951945922.56,7951945922.56,1.84,18.99
54,SHSE.600075,新疆天业,6.27,6.24,6.44,6.14,6.38,1.75,4.78,22595863,142287720.63,2021-02-10,2.32,9057862962.06,6204692605.76,1.32,273.02
55,SHSE.600076,康欣新材,3.21,3.22,3.26,3.20,3.20,-0.31,1.87,3654400,11777714.00,2021-02-10,0.35,4302538774.40,3309645212.80,1.09,-32.75
56,SHSE.600077,*ST宋都,2.46,2.45,2.46,2.39,2.39,-2.85,2.85,4740100,11433172.00,2021-02-10,0.35,3202892359.14,3202892359.14,0.68,3.89
57,SHSE.600078,ST澄星,3.28,3.25,3.35,3.25,3.30,0.61,3.05,4609433,15187946.74,2021-02-10,0.70,2186490441.30,2186490441.30,-4.59,311.55
