,symbol,sec_name,pre_close,open,high,low,close,pct,amp,volume,amount,trade_date,turnrate,tot_mv,a_mv_ex_ltd,pb_mrq,pe_ttm
0,SHSE.600000,浦发银行,10.59,10.58,10.61,10.38,10.43,-1.51,2.17,53172372,555086923.93,2021-04-15,0.18,306142866217.16,306142866217.16,0.56,5.25
1,SHSE.600004,白云机场,12.83,12.75,12.89,12.61,12.66,-1.33,2.18,9658350,122962043.81,2021-04-15,0.47,29962653462.78,26197597707.24,1.60,550.11
2,SHSE.600006,东风汽车,6.23,6.19,6.21,6.10,6.21,-0.32,1.77,21353705,131326285.05,2021-04-15,1.07,12420000000.00,12420000000.00,1.54,22.44
3,SHSE.600007,中国国贸,12.28,12.26,12.38,12.23,12.30,0.16,1.22,1070250,13169155.50,2021-04-15,0.11,12389575168.20,12389575168.20,1.50,15.01
4,SHSE.600008,首创环保,3.10,3.09,3.10,3.03,3.05,-1.61,2.26,48001407,147011660.43,2021-04-15,0.65,22388801564.85,22388801564.85,1.39,15.23
5,SHSE.600009,上海机场,56.57,56.40,56.42,55.79,55.94,-1.11,1.11,11615058,649717412.20,2021-04-15,1.06,107794055581.12,61169069648.18,3.75,-85.10
6,SHSE.600010,包钢股份,1.58,1.58,1.60,1.56,1.58,0.00,2.53,500349968,789115412.32,2021-04-15,1.58,72024351583.84,50049994307.46,1.34,-203.61
7,SHSE.600011,华能国际,4.17,4.16,4.16,4.06,4.08,-2.16,2.40,29680722,121451950.34,2021-04-15,0.27,64048220904.72,44870656469.52,0.85,14.03
8,SHSE.600012,皖通高速,7.35,7.38,7.41,7.25,7.27,-1.09,2.18,4731974,34586625.14,2021-04-15,0.41,12058094700.00,8473912000.00,1.04,13.13
9,SHSE.600015,华夏银行,6.27,6.28,6.28,6.22,6.25,-0.32,0.96,19807952,123585491.57,2021-04-15,0.15,96170149893.75,80141791581.25,0.43,4.52
10,SHSE.600016,民生银行,4.94,4.94,4.96,4.91,4.92,-0.40,1.01,67695991,333150521.88,2021-04-15,0.19,215409499029.84,174473646207.96,0.45,6.28
11,SHSE.600017,日照港,2.84,2.83,2.84,2.81,2.82,-0.70,1.06,7057990,19893995.80,2021-04-15,0.23,8673343964.16,8673343964.16,0.68,13.56
12,SHSE.600018,上港集团,4.62,4.61,4.62,4.54,4.56,-1.30,1.73,18448670,84210087.49,2021-04-15,0.08,105671956404.00,105671956404.00,1.17,12.72
13,SHSE.600019,宝钢股份,8.26,8.26,8.35,8.10,8.24,-0.24,3.03,67711297,555491063.89,2021-04-15,0.30,183493177068.00,183029792320.88,0.97,16.29
14,SHSE.600020,中原高速,3.30,3.30,3.37,3.29,3.35,1.52,2.42,9394963,31377755.91,2021-04-15,0.42,7528695637.20,7528695637.20,0.72,28.94
15,SHSE.600021,上海电力,7.53,7.49,7.50,7.25,7.33,-2.66,3.32,22174243,162787801.07,2021-04-15,0.94,19183813564.01,17205315415.65,1.15,21.57
16,SHSE.600022,山东钢铁,1.80,1.77,1.80,1.75,1.75,-2.78,2.78,242069586,429536928.08,2021-04-15,2.21,19156461828.00,19156461828.00,0.88,26.51
17,SHSE.600023,浙能电力,3.74,3.73,3.73,3.68,3.69,-1.34,1.34,31900271,117912444.00,2021-04-15,0.23,50186546055.72,50186546055.72,0.72,8.54
